[Name],,,
inlet,,,
,,,
[Data],,,
x,y,z,velocity
0,0.39290804,0.42064992,10
0,0.44529656,0.44012007,10
0,0.49569011,0.45991334,10
0,0.54379421,0.47983673,10
0,0.59019673,0.49959984,10
0,0.63602322,0.51914656,10
0,0.68213224,0.5386188,10
0,0.022361141,0.009861971,10
0,0.024426786,0.029577859,10
0,0.027654001,0.049436554,10
0,0.032681663,0.069528922,10
0,0.040240988,0.089679003,10
0,0.050734796,0.1095631,10
0,0.063847534,0.12896886,10
0,0.078647479,0.14802441,10
0,0.094011083,0.16700585,10
0,0.10884424,0.18627121,10
0,0.12192036,0.20602879,10
0,0.13208039,0.22603604,10
0,0.13929403,0.24577786,10
0,0.14481489,0.26505074,10
0,0.15003957,0.28407732,10
0,0.15612228,0.30318588,10
0,0.18209219,0.32272595,10
0,0.22965816,0.34269878,10
0,0.28091621,0.36263436,10
0,0.33423764,0.38218862,10
0,0.388125,0.40145823,10
0,0.44147113,0.4207229,10
0,0.493527,0.44021103,10
0,0.54371458,0.45999494,10
0,0.59181035,0.4798933,10
0,0.6384027,0.49964437,10
0,0.68454635,0.51920462,10
0,0.73102659,0.53870612,10
0,0.028590772,0.00986125,10
0,0.03096788,0.029577214,10
0,0.03452222,0.049434863,10
0,0.039893508,0.069522604,10
0,0.047812577,0.089667238,10
0,0.058683228,0.1095486,10
0,0.072191723,0.12895429,10
0,0.087407425,0.14800817,10
0,0.10320926,0.16698988,10
0,0.11850395,0.18625669,10
0,0.13206488,0.20601383,10
0,0.14273486,0.22602101,10
0,0.1504834,0.2457646,10
0,0.15656471,0.26503971,10
0,0.16237774,0.28406492,10
0,0.18670602,0.3032023,10
0,0.23128957,0.32277492,10
0,0.2793541,0.3427276,10
0,0.33050448,0.36264235,10
0,0.38354936,0.38220087,10
0,0.43707067,0.40149826,10
0,0.49003419,0.42079586,10
0,0.54175752,0.44030195,10
0,0.59173906,0.46007654,10
0,0.63982642,0.47994986,10
0,0.68660855,0.49968886,10
0,0.73306942,0.51926279,10
0,0.035131883,0.00986049,10
0,0.03783603,0.029576534,10
0,0.04173385,0.04943309,10
0,0.04746595,0.069515966,10
0,0.055762745,0.089654878,10
0,0.067029081,0.10953338,10
0,0.080953106,0.12893897,10
0,0.096605353,0.14799108,10
0,0.11286734,0.16697311,10
0,0.12864664,0.18624148,10
0,0.14271665,0.20599809,10
0,0.15392205,0.22600524,10
0,0.16223226,0.24575067,10
0,0.16890201,0.26502812,10
0,0.19278082,0.28406641,10
0,0.23562609,0.30324641,10
0,0.28088027,0.32282436,10
0,0.32905006,0.34275642,10
0,0.38009268,0.36265031,10
0,0.43286106,0.38221315,10
0,0.48601636,0.40153822,10
0,0.53859735,0.42086881,10
0,0.58998793,0.44039291,10
0,0.63976353,0.46015811,10
0,0.68784249,0.48000646,10
0,0.73481447,0.49973339,10
0,0.78159255,0.51932085,10
0,0.042000048,0.009859694,10
0,0.045047589,0.029575821,10
0,0.049306061,0.049431227,10
0,0.055417009,0.069509,10
0,0.064110421,0.089641914,10
0,0.075792223,0.1095174,10
0,0.090152577,0.12892289,10
0,0.1062632,0.14797315,10
0,0.12300833,0.16695552,10
0,0.13929647,0.18622549,10
0,0.15390097,0.20598161,10
0,0.16566861,0.22598867,10
0,0.17456858,0.24573603,10
0,0.19911583,0.26501355,10
0,0.24133565,0.28408229,10
0,0.28493702,0.30329093,10
0,0.33047098,0.3228738,10
0,0.378746,0.34278524,10
0,0.42968088,0.36265829,10
0,0.48217279,0.38222539,10
0,0.53496206,0.40157819,10
0,0.58716041,0.42094177,10
0,0.63821846,0.44048387,10
0,0.68778801,0.46023968,10
0,0.73585862,0.48006299,10
0,0.78302038,0.49977788,10
0,0.83011568,0.51937896,10
0,0.049211621,0.009858858,10
0,0.052619722,0.029575072,10
0,0.057256881,0.049429275,10
0,0.063765623,0.069501676,10
0,0.072875485,0.089628279,10
0,0.084993526,0.10950061,10
0,0.099812016,0.12890601,10
0,0.11640392,0.14795433,10
0,0.13365637,0.16693704,10
0,0.15047878,0.1862087,10
0,0.16564451,0.20596427,10
0,0.17800249,0.22597128,10
0,0.20461789,0.24571089,10
0,0.24728978,0.26499623,10
0,0.29027826,0.28409839,10
0,0.33424795,0.30333546,10
0,0.38006169,0.32292324,10
0,0.42844194,0.34281409,10
0,0.47926915,0.36266625,10
0,0.53148448,0.38223761,10
0,0.58390772,0.40161818,10
0,0.63572347,0.42101473,10
0,0.68644887,0.4405748,10
0,0.73581249,0.46032128,10
0,0.78387475,0.48011956,10
0,0.83122623,0.49982244,10
0,0.87863874,0.51943713,10
0,0.056783773,0.00985798,10
0,0.06057046,0.029574286,10
0,0.065605238,0.049427219,10
0,0.07253167,0.069493994,10
0,0.082078792,0.089613982,10
0,0.094654895,0.109483,10
0,0.10995442,0.12888826,10
0,0.12705168,0.14793456,10
0,0.1448368,0.16691765,10
0,0.16222021,0.18619108,10
0,0.17797524,0.20594607,10
0,0.20795131,0.22594939,10
0,0.25246108,0.24567537,10
0,0.29584831,0.26497883,10
0,0.33922085,0.28411448,10
0,0.3835589,0.30337998,10
0,0.42965236,0.32297269,10
0,0.47813788,0.34284294,10
0,0.52885735,0.36267424,10
0,0.58079618,0.38224989,10
0,0.63285339,0.40165815,10
0,0.68428653,0.42108768,10
0,0.73467934,0.44066572,10
0,0.78383696,0.46040288,10
0,0.83189082,0.48017615,10
0,0.8794322,0.49986693,10
0,0.92716187,0.51949519,10
0,0.064734533,0.009857058,10
0,0.068918735,0.029573461,10
0,0.074371018,0.049425066,10
0,0.081736013,0.069485925,10
0,0.09174227,0.089598954,10
0,0.10479932,0.1094645,10
0,0.12060395,0.12886965,10
0,0.13823183,0.14791381,10
0,0.15657626,0.16689727,10
0,0.17454872,0.18617257,10
0,0.20792344,0.20593596,10
0,0.25559416,0.22592327,10
0,0.30068597,0.24563964,10
0,0.34440678,0.26496142,10
0,0.38816348,0.28413057,10
0,0.43286985,0.30342451,10
0,0.47924307,0.32302213,10
0,0.52783382,0.34287179,10
0,0.57844555,0.36268222,10
0,0.63010788,0.38226211,10
0,0.68179917,0.40169811,10
0,0.7328496,0.42116067,10
0,0.78290981,0.44075668,10
0,0.83186144,0.46048445,10
0,0.87990689,0.48023269,10
0,0.92763811,0.49991146,10
0,0.97571176,0.5195533,10
0,0.073082827,0.00985609,10
0,0.077684425,0.029572597,10
0,0.083575077,0.049422801,10
0,0.091400579,0.069477454,10
0,0.10188892,0.089583188,10
0,0.11545098,0.10944507,10
0,0.13178594,0.12885012,10
0,0.14997098,0.14789201,10
0,0.1689027,0.16687587,10
0,0.20459525,0.1861672,10
0,0.25556812,0.20593438,10
0,0.30361691,0.22589701,10
0,0.34891084,0.24560389,10
0,0.39296532,0.26494402,10
0,0.4371061,0.28414667,10
0,0.4821808,0.30346903,10
0,0.52883381,0.32307157,10
0,0.57752979,0.3429006,10
0,0.62803376,0.36269018,10
0,0.67941958,0.38227442,10
0,0.73074484,0.40173814,10
0,0.78141266,0.42123362,10
0,0.83114028,0.44084764,10
0,0.87988597,0.46056601,10
0,0.92792296,0.48028928,10
0,0.97587049,0.49995601,10
0,0.081848539,0.009855073,10
0,0.086888395,0.029571686,10
0,0.093239352,0.049420428,10
0,0.10154837,0.069468558,10
0,0.1125429,0.089566633,10
0,0.12663521,0.10942467,10
0,0.14352705,0.12882958,10
0,0.1622971,0.14786913,10
0,0.19911197,0.1668601,10
0,0.25244033,0.18617547,10
0,0.30359259,0.20593286,10
0,0.35163969,0.22587071,10
0,0.39713573,0.24556813,10
0,0.44152379,0.26492661,10
0,0.4860487,0.28416273,10
0,0.53149176,0.30351359,10
0,0.57842451,0.32312101,10
0,0.6272257,0.34292942,10
0,0.67762196,0.36269814,10
0,0.72873127,0.38228664,10
0,0.7796905,0.4017781,10
0,0.82997578,0.42130661,10
0,0.87937075,0.44093859,10
0,0.92791045,0.46064761,10
0,0.97596556,0.4803459,10
0,0.091052532,0.009854006,10
0,0.096552573,0.029570732,10
0,0.10338683,0.049417928,10
0,0.11220355,0.069459215,10
0,0.12372957,0.089549243,10
0,0.13837865,0.10940326,10
0,0.15585519,0.12880802,10
0,0.19269778,0.14783528,10
0,0.24728705,0.16685045,10
0,0.30066657,0.18618384,10
0,0.35161704,0.20593132,10
0,0.39966246,0.22584444,10
0,0.44536063,0.24553236,10
0,0.49008226,0.26490921,10
0,0.53499132,0.28417882,10
0,0.58080268,0.30355808,10
0,0.62801516,0.32317045,10
0,0.67692161,0.34295827,10
0,0.72721022,0.36270609,10
0,0.77804303,0.38229889,10
0,0.82863617,0.4018181,10
0,0.87853885,0.42137957,10
0,0.92760122,0.44102955,10
0,0.97596133,0.46072924,10
0,0.10071673,0.009852884,10
0,0.10669995,0.02956973,10
0,0.11404168,0.049415309,10
0,0.12339146,0.06944941,10
0,0.13547558,0.08953099,10
0,0.15070927,0.10938077,10
0,0.18644372,0.12875912,10
0,0.24125886,0.14779074,10
0,0.29584572,0.16684078,10
0,0.34889281,0.18619224,10
0,0.39964148,0.2059298,10
0,0.44768524,0.22581817,10
0,0.49358553,0.24549662,10
0,0.5386408,0.2648918,10
0,0.58393389,0.28419489,10
0,0.63011366,0.30360261,10
0,0.67760587,0.3232199,10
0,0.72661757,0.34298712,10
0,0.77679849,0.36271405,10
0,0.82735479,0.38231117,10
0,0.87758195,0.40185806,10
0,0.92710197,0.42145252,10
0,0.97585821,0.44112051,10
0,0.11086413,0.009851708,10
0,0.11735469,0.029568676,10
0,0.12522927,0.04941256,10
0,0.13513881,0.069439113,10
0,0.14780889,0.089511819,10
0,0.18144828,0.10932626,10
0,0.23538117,0.12868278,10
0,0.29020643,0.14774588,10
0,0.3444044,0.16683109,10
0,0.39711905,0.18620062,10
0,0.44766593,0.20592828,10
0,0.49570802,0.2257919,10
0,0.54181039,0.24546087,10
0,0.58719927,0.2648744,10
0,0.63287652,0.28421098,10
0,0.67942458,0.30364713,10
0,0.72719657,0.32326934,10
0,0.7763136,0.34301597,10
0,0.82638669,0.36272204,10
0,0.87666643,0.38232338,10
0,0.92652762,0.40189803,10
0,0.97569174,0.42152554,10
0,0.1215189,0.009850472,10
0,0.12854218,0.029567569,10
0,0.13697624,0.049409669,10
0,0.14747351,0.069428295,10
0,0.17863345,0.089466639,10
0,0.23068643,0.10923962,10
0,0.2847079,0.12860589,10
0,0.33915401,0.14770103,10
0,0.39296308,0.16682139,10
0,0.44534528,0.18620902,10
0,0.49569041,0.20592675,10
0,0.5437308,0.22576562,10
0,0.59003532,0.24542512,10
0,0.6357578,0.26485699,10
0,0.68181914,0.28422707,10
0,0.72873557,0.30369169,10
0,0.77678728,0.32331878,10
0,0.82600951,0.34304476,10
0,0.87597489,0.36273003,10
0,0.92597818,0.38233566,10
0,0.97550023,0.40193805,10
0,0.1327064,0.009849176,10
0,0.14028904,0.029566411,10
0,0.14931056,0.049406637,10
0,0.17830867,0.069401175,10
0,0.22804111,0.089395374,10
0,0.28031603,0.10915232,10
0,0.33403465,0.12852897,10
0,0.38810158,0.14765616,10
0,0.44152176,0.16681172,10
0,0.49357146,0.1862174,10
0,0.54371488,0.20592521,10
0,0.5917536,0.22573934,10
0,0.63826019,0.24538939,10
0,0.68431628,0.26483962,10
0,0.73076171,0.28424317,10
0,0.77804649,0.30373618,10
0,0.82637799,0.32336822,10
0,0.87570542,0.34307361,10
0,0.92556304,0.36273798,10
0,0.975317,0.38234794,10
0,0.14445329,0.009847813,10
0,0.15262324,0.029565191,10
0,0.18009251,0.04939549,10
0,0.22773603,0.069357678,10
0,0.27784136,0.089323565,10
0,0.32994562,0.10906501,10
0,0.38336143,0.12845206,10
0,0.43704912,0.14761129,10
0,0.49008042,0.16680202,10
0,0.54179776,0.18622577,10
0,0.5917393,0.20592369,10
0,0.63977635,0.22571307,10
0,0.68648511,0.24535364,10
0,0.73287475,0.26482219,10
0,0.77970439,0.28425926,10
0,0.82735741,0.30378073,10
0,0.87596864,0.32341766,10
0,0.92540133,0.34310246,10
0,0.9751786,0.36274597,10
0,0.15678751,0.009846383,10
0,0.1833093,0.029561814,10
0,0.22941276,0.04937616,10
0,0.27755597,0.069313854,10
0,0.32764161,0.089251757,10
0,0.37957525,0.10897771,10
0,0.43268815,0.12837516,10
0,0.48599669,0.14756644,10
0,0.53863907,0.16679233,10
0,0.59002393,0.18623418,10
0,0.63976377,0.20592217,10
0,0.6877991,0.22568679,10
0,0.73470998,0.24531788,10
0,0.78143328,0.26480478,10
0,0.82864696,0.28427532,10
0,0.87666833,0.30382526,10
0,0.92555934,0.32346711,10
0,0.97512466,0.3431313,10
0,0.18735313,0.009845299,10
0,0.23243622,0.029556273,10
0,0.27912453,0.049356699,10
0,0.32737592,0.06927003,10
0,0.37744188,0.089179955,10
0,0.42920485,0.10889041,10
0,0.48201489,0.12829825,10
0,0.53494424,0.14752157,10
0,0.58719778,0.16678265,10
0,0.63825023,0.18624255,10
0,0.68778819,0.20592064,10
0,0.7358219,0.22566052,10
0,0.7829349,0.24528213,10
0,0.82999182,0.26478741,10
0,0.87758958,0.28429142,10
0,0.92597926,0.30386978,10
0,0.97517735,0.32351658,10
0,0.23623699,0.009844594,10
0,0.28195295,0.0295507,10
0,0.32883629,0.049337234,10
0,0.37719586,0.069226205,10
0,0.42724216,0.089108139,10
0,0.47883448,0.10880311,10
0,0.53134167,0.12822135,10
0,0.58389181,0.1474767,10
0,0.63575649,0.16677296,10
0,0.68647641,0.18625095,10
0,0.73581266,0.2059191,10
0,0.78384471,0.22563425,10
0,0.83115971,0.24524638,10
0,0.87855029,0.26477,10
0,0.92653221,0.28430748,10
0,0.97531742,0.30391434,10
0,0.28550851,0.009843885,10
0,0.33146968,0.029545123,10
0,0.37854806,0.04931777,10
0,0.42701578,0.069182381,10
0,0.47704241,0.089036338,10
0,0.52846414,0.1087158,10
0,0.58066839,0.12814444,10
0,0.63283932,0.14743184,10
0,0.68431515,0.16676328,10
0,0.73470265,0.18625933,10
0,0.78383708,0.2059176,10
0,0.83186746,0.22560796,10
0,0.87938464,0.24521065,10
0,0.92710876,0.2647526,10
0,0.97550178,0.2843236,10
0,0.33478004,0.009843176,10
0,0.38098639,0.029539548,10
0,0.42825985,0.049298301,10
0,0.47683573,0.069138557,10
0,0.52684271,0.088964522,10
0,0.57809371,0.1086285,10
0,0.62999511,0.12806752,10
0,0.68178689,0.147387,10
0,0.7328738,0.16675359,10
0,0.78292882,0.18626773,10
0,0.83186162,0.20591608,10
0,0.8798902,0.22558168,10
0,0.92760956,0.24517488,10
0,0.97569406,0.26473516,10
0,0.38405159,0.009842468,10
0,0.43050313,0.029533971,10
0,0.47797161,0.04927884,10
0,0.52665567,0.069094732,10
0,0.57664293,0.088892721,10
0,0.62772328,0.1085412,10
0,0.67932189,0.12799063,10
0,0.73073453,0.14734212,10
0,0.78143251,0.1667439,10
0,0.83115512,0.18627612,10
0,0.87988603,0.20591453,10
0,0.92791295,0.22555542,10
0,0.97586095,0.24513911,10
0,0.43332312,0.009841761,10
0,0.48001984,0.029528394,10
0,0.52768338,0.049259376,10
0,0.57647562,0.069050908,10
0,0.62644321,0.088820912,10
0,0.67735291,0.1084539,10
0,0.7286486,0.12791373,10
0,0.7796821,0.14729726,10
0,0.82999122,0.16673422,10
0,0.8793813,0.18628451,10
0,0.92791045,0.20591301,10
0,0.97596216,0.22552912,10
0,0.48259464,0.009841053,10
0,0.52953655,0.029522821,10
0,0.5773952,0.049239915,10
0,0.62629557,0.069007084,10
0,0.67624354,0.088749111,10
0,0.72698253,0.10836659,10
0,0.77797532,0.12783682,10
0,0.82862961,0.1472524,10
0,0.87854981,0.16672453,10
0,0.9276076,0.18629289,10
0,0.97596133,0.20591149,10
0,0.53186619,0.009840344,10
0,0.57905328,0.029517248,10
0,0.62710696,0.04922045,10
0,0.67611551,0.068963259,10
0,0.72604376,0.088677295,10
0,0.7766121,0.10827929,10
0,0.8273021,0.12775992,10
0,0.87757719,0.14720753,10
0,0.92710853,0.16671485,10
0,0.9758603,0.18630128,10
0,0.58113772,0.009839635,10
0,0.62857008,0.029511672,10
0,0.67681873,0.049200982,10
0,0.72593546,0.068919435,10
0,0.77584404,0.088605486,10
0,0.82624173,0.10819199,10
0,0.87662882,0.127683,10
0,0.92652476,0.14716268,10
0,0.97569394,0.16670515,10
0,0.63040924,0.009838928,10
0,0.67808676,0.029506098,10
0,0.72653049,0.049181521,10
0,0.77575541,0.068875611,10
0,0.82564425,0.088533677,10
0,0.8758713,0.10810469,10
0,0.92595559,0.12760611,10
0,0.97549927,0.14711778,10
0,0.67968076,0.00983822,10
0,0.7276035,0.029500522,10
0,0.77624226,0.049162056,10
0,0.82557535,0.068831787,10
0,0.87544453,0.088461876,10
0,0.92550093,0.10801739,10
0,0.97530949,0.12752916,10
0,0.72895229,0.009837512,10
0,0.77712023,0.029494947,10
0,0.82595408,0.049142595,10
0,0.8753953,0.068787962,10
0,0.92524481,0.088390067,10
0,0.97515786,0.10793003,10
0,0.77822387,0.009836803,10
0,0.82663691,0.029489372,10
0,0.87566584,0.049123123,10
0,0.92521518,0.068744138,10
0,0.97507244,0.088318214,10
0,0.82749534,0.009836095,10
0,0.87615371,0.029483795,10
0,0.92537755,0.049103662,10
0,0.97506261,0.068700284,10
0,0.87676692,0.009835387,10
0,0.92567039,0.029478222,10
0,0.97511673,0.049084187,10
0,0.92603844,0.009834679,10
0,0.97521442,0.029472642,10
0,0.97533715,0.00983397,10
0,0.000550547,0.55662394,10
0,0.005673834,0.55663097,10
0,-0.004442028,0.57607973,10
0,0.011053285,0.5566383,10
0,0.000681912,0.57608736,10
0,-0.006985169,0.59606361,10
0,0.016701708,0.55664599,10
0,0.006062049,0.57609534,10
0,-0.001860114,0.59606868,10
0,-0.006315555,0.61612606,10
0,0.02263255,0.5566541,10
0,0.011711191,0.57610363,10
0,0.003521193,0.59607399,10
0,-0.001189733,0.61613047,10
0,-0.002829739,0.63588101,10
0,0.028859936,0.55666256,10
0,0.01764279,0.57611239,10
0,0.009171565,0.59607947,10
0,0.004192381,0.61613512,10
0,0.002296667,0.63588619,10
0,0.002404404,0.65531647,10
0,0.035398688,0.55667144,10
0,0.023870969,0.57612163,10
0,0.015104454,0.59608537,10
0,0.009843599,0.61613989,10
0,0.007679392,0.63589168,10
0,0.007530877,0.65532124,10
0,0.008362722,0.67454058,10
0,0.04226438,0.55668086,10
0,0.030410556,0.57613128,10
0,0.021333989,0.59609151,10
0,0.015777377,0.61614501,10
0,0.013331253,0.6358974,10
0,0.012913674,0.65532619,10
0,0.013489136,0.67454529,10
0,0.014189003,0.6937474,10
0,0.063240215,0.53758514,10
0,0.049473353,0.55669069,10
0,0.037277121,0.57614142,10
0,0.027874999,0.59609789,10
0,0.022007843,0.61615038,10
0,0.019265708,0.63590348,10
0,0.01856561,0.65533149,10
0,0.018871874,0.67455018,10
0,0.019315517,0.69375378,10
0,0.019000417,0.71324426,10
0,0.071187884,0.53759396,10
0,0.057042778,0.556701,10
0,0.044487014,0.57615203,10
0,0.034743059,0.59610462,10
0,0.028549835,0.61615598,10
0,0.025496883,0.6359098,10
0,0.024500143,0.65533698,10
0,0.024523746,0.67455536,10
0,0.024698356,0.6937604,10
0,0.024126446,0.71325159,10
0,0.021757988,0.73314279,10
0,0.079532936,0.53760326,10
0,0.064990669,0.55671185,10
0,0.052057404,0.57616323,10
0,0.041954521,0.59611171,10
0,0.035418924,0.61616182,10
0,0.032039616,0.63591641,10
0,0.030731399,0.65534276,10
0,0.03045821,0.67456079,10
0,0.030350335,0.69376731,10
0,0.029508779,0.71325922,10
0,0.026882939,0.73314989,10
0,0.021641308,0.75318646,10
0,0.088295236,0.53761303,10
0,0.073335961,0.55672324,10
0,0.060006306,0.57617497,10
0,0.049526557,0.59611917,10
0,0.042631466,0.61616802,10
0,0.038909487,0.63592339,10
0,0.037274219,0.6553489,10
0,0.036689401,0.67456651,10
0,0.036284912,0.69377464,10
0,0.035160225,0.71326721,10
0,0.03226414,0.73315734,10
0,0.026765158,0.75319403,10
0,0.018729875,0.77300507,10
0,0.097495645,0.53762329,10
0,0.082098506,0.55673516,10
0,0.068352662,0.57618731,10
0,0.057477191,0.59612697,10
0,0.050204635,0.61617446,10
0,0.046122853,0.63593072,10
0,0.04414418,0.65535527,10
0,0.043232147,0.67457247,10
0,0.042516217,0.69378233,10
0,0.04109424,0.71327567,10
0,0.037914399,0.73316514,10
0,0.032145198,0.75320202,10
0,0.023852568,0.77301419,10
0,0.013892956,0.79246628,10
0,0.10715608,0.53763402,10
0,0.091299184,0.55674767,10
0,0.077116325,0.57620025,10
0,0.065825358,0.59613526,10
0,0.058156461,0.61618137,10
0,0.053696878,0.63593841,10
0,0.051357642,0.65536195,10
0,0.050102033,0.67457873,10
0,0.049059093,0.69379044,10
0,0.047324955,0.71328449,10
0,0.04384717,0.73317337,10
0,0.03779424,0.75321043,10
0,0.029231394,0.77302372,10
0,0.01901469,0.79247707,10
0,0.008055809,0.8117379,10
0,0.11729953,0.53764534,10
0,0.1009599,0.55676091,10
0,0.08631818,0.5762139,10
0,0.074590936,0.59614384,10
0,0.066505879,0.61618847,10
0,0.061649609,0.63594651,10
0,0.058931772,0.65536904,10
0,0.057315409,0.67458534,10
0,0.055929106,0.6937989,10
0,0.053867213,0.71329379,10
0,0.050076578,0.73318195,10
0,0.043725736,0.75321919,10
0,0.034879159,0.77303386,10
0,0.024392514,0.7924884,10
0,0.013177566,0.81174815,10
0,0.002014402,0.83090991,10
0,0.12795016,0.53765714,10
0,0.11110364,0.55677474,10
0,0.095980123,0.57622814,10
0,0.083794788,0.59615284,10
0,0.075272769,0.61619598,10
0,0.069999978,0.63595498,10
0,0.066884607,0.65537643,10
0,0.064889453,0.67459226,10
0,0.06314262,0.69380784,10
0,0.060736582,0.71330351,10
0,0.056617457,0.73319101,10
0,0.049953803,0.75322843,10
0,0.040809315,0.77304435,10
0,0.030039225,0.79250014,10
0,0.018555412,0.81175894,10
0,0.007136308,0.83092099,10
0,-0.003476816,0.85022533,10
0,0.13913332,0.53766966,10
0,0.12175457,0.55678928,10
0,0.10612516,0.5762431,10
0,0.093458839,0.59616232,10
0,0.084477991,0.6162039,10
0,0.078767866,0.63596392,10
0,0.075235084,0.65538418,10
0,0.072842203,0.67459953,10
0,0.070716813,0.69381714,10
0,0.067949414,0.71331382,10
0,0.063485384,0.73320055,10
0,0.056493271,0.7532382,10
0,0.047035977,0.77305543,10
0,0.035968274,0.79251266,10
0,0.024202147,0.81177032,10
0,0.012514308,0.8309325,10
0,0.001645563,0.85023761,10
0,-0.007624909,0.86997581,10
0,0.15087564,0.53768271,10
0,0.13293806,0.55680448,10
0,0.11677745,0.57625884,10
0,0.10360608,0.59617233,10
0,0.094143495,0.61621213,10
0,0.087974139,0.63597327,10
0,0.084003091,0.65539229,10
0,0.081192583,0.67460722,10
0,0.078669712,0.69382691,10
0,0.075522892,0.71332449,10
0,0.070696697,0.73321044,10
0,0.063359715,0.75324833,10
0,0.05357397,0.77306706,10
0,0.04219377,0.79252571,10
0,0.030131221,0.81178218,10
0,0.018161207,0.83094472,10
0,0.007024061,0.85025054,10
0,-0.002501126,0.86998576,10
0,-0.009874711,0.89005625,10
0,0.16320507,0.53769642,10
0,0.14468071,0.55682051,10
0,0.12796235,0.57627535,10
0,0.11426069,0.59618282,10
0,0.10429225,0.61622083,10
0,0.09764073,0.63598311,10
0,0.09320949,0.65540087,10
0,0.089960493,0.6746152,10
0,0.087020256,0.69383729,10
0,0.083475031,0.71333581,10
0,0.07826858,0.73322093,10
0,0.070569485,0.75325906,10
0,0.060438864,0.77307928,10
0,0.048730541,0.79253948,10
0,0.036356747,0.81179464,10
0,0.024090452,0.83095753,10
0,0.012671484,0.85026413,10
0,0.002878847,0.86999631,10
0,-0.004749896,0.89006281,10
0,-0.010221238,0.91026151,10
0,0.15701048,0.55683732,10
0,0.13970649,0.57629275,10
0,0.12544802,0.59619379,10
0,0.11494846,0.61623001,10
0,0.10779065,0.63599336,10
0,0.10287621,0.65540993,10
0,0.099166788,0.67462361,10
0,0.09578833,0.69384807,10
0,0.091824792,0.71334761,10
0,0.086219057,0.73323196,10
0,0.078139737,0.75327039,10
0,0.06764701,0.77309215,10
0,0.05559415,0.79255378,10
0,0.042893551,0.81180775,10
0,0.030316161,0.83097088,10
0,0.018601276,0.85027844,10
0,0.008527817,0.87000734,10
0,0.00063116,0.8900699,10
0,-0.00509609,0.91026491,10
0,-0.008966163,0.93043101,10
0,0.15203784,0.57631099,10
0,0.13719472,0.59620535,10
0,0.12613747,0.61623955,10
0,0.11844806,0.63600421,10
0,0.11302626,0.65541935,10
0,0.10883339,0.67463249,10
0,0.10499479,0.6938594,10
0,0.10059203,0.71336007,10
0,0.09456706,0.73324353,10
0,0.086088501,0.75328213,10
0,0.075215548,0.77310562,10
0,0.062800944,0.79256898,10
0,0.049757194,0.81182152,10
0,0.03685315,0.83098501,10
0,0.024827557,0.8502934,10
0,0.014459236,0.87001896,10
0,0.006281268,0.89007723,10
0,0.000285314,0.91026843,10
0,-0.003841137,0.93043131,10
0,-0.006512097,0.95042855,10
0,0.14952876,0.59621751,10
0,0.13788593,0.61624962,10
0,0.12963834,0.63601553,10
0,0.12368381,0.65542924,10
0,0.11898334,0.67464179,10
0,0.11466159,0.69387132,10
0,0.10979763,0.71337312,10
0,0.10333245,0.73325562,10
0,0.094434701,0.75329453,10
0,0.083162516,0.77311969,10
0,0.070368074,0.79258484,10
0,0.05696401,0.811836,10
0,0.043716989,0.83099973,10
0,0.031365152,0.85030913,10
0,0.020687224,0.87003118,10
0,0.01221388,0.89008492,10
0,0.005935789,0.91027212,10
0,0.00154014,0.9304316,10
0,-0.001387176,0.95042789,10
0,-0.003246508,0.97022521,10
0,0.15022181,0.61626023,10
0,0.14138815,0.63602751,10
0,0.13487424,0.65543962,10
0,0.12964076,0.6746515,10
0,0.12481172,0.69388384,10
0,0.11946351,0.71338683,10
0,0.11253612,0.73326826,10
0,0.10319822,0.75330752,10
0,0.091506831,0.77313453,10
0,0.078313559,0.79260153,10
0,0.064531177,0.8118512,10
0,0.050924022,0.83101535,10
0,0.038229629,0.8503257,10
0,0.027226612,0.87004393,10
0,0.018443123,0.89009309,10
0,0.011868786,0.91027606,10
0,0.00719048,0.9304319,10
0,0.003993991,0.95042711,10
0,0.001878709,0.97022623,10
0,0.000522107,0.9900403,10
0,0.15372543,0.63604003,10
0,0.14662419,0.65545058,10
0,0.14083108,0.67466176,10
0,0.13546936,0.69389695,10
0,0.12961268,0.7134012,10
0,0.12219998,0.73328173,10
0,0.11239991,0.75332117,10
0,0.10026836,0.77315009,10
0,0.086656317,0.79261905,10
0,0.0724767,0.81186718,10
0,0.058491401,0.83103162,10
0,0.045437325,0.85034299,10
0,0.03409297,0.8700574,10
0,0.024983827,0.89010167,10
0,0.018098433,0.91028011,10
0,0.013123336,0.9304322,10
0,0.009644216,0.95042628,10
0,0.007260187,0.97022736,10
0,0.00564735,0.99004155,10
0,0.15896164,0.65546203,10
0,0.15258089,0.67467248,10
0,0.14665988,0.69391078,10
0,0.14026931,0.71341634,10
0,0.13234702,0.73329574,10
0,0.12206167,0.75333554,10
0,0.10946797,0.77316654,10
0,0.095416211,0.79263741,10
0,0.080819495,0.81188387,10
0,0.066437155,0.83104879,10
0,0.053005405,0.85036117,10
0,0.041302644,0.87007147,10
0,0.031851564,0.89011061,10
0,0.02463956,0.9102844,10
0,0.019352835,0.93043256,10
0,0.01557695,0.95042545,10
0,0.012910738,0.97022849,10
0,0.011028856,0.99004287,10
0,0.16491821,0.67468375,10
0,0.15840992,0.69392526,10
0,0.15145877,0.71343219,10
0,0.14300141,0.73331046,10
0,0.13220653,0.75335062,10
0,0.11912757,0.7731837,10
