[Name],,,
inlet,,,
,,,
[Data],,,
x,y,z,velocity
0,0.010986129,0.40141186,10
0,0.022850871,0.42040306,10
0,0.034128435,0.43963873,10
0,0.043558292,0.45940518,10
0,0.049933795,0.47940597,10
0,0.053266518,0.49914905,10
0,0.0547661,0.51847279,10
0,0.055671006,0.53757674,10
0,-0.005087435,0.36278164,10
0,0.004752036,0.38225195,10
0,0.016365893,0.40140736,10
0,0.028500151,0.42040008,10
0,0.040061057,0.43963802,10
0,0.049787622,0.45940429,10
0,0.056474421,0.47940633,10
0,0.060133338,0.49915302,10
0,0.061975054,0.51848012,10
0,-0.006941154,0.34285885,10
0,3.73E-05,0.3627764,10
0,0.010132376,0.38224834,10
0,0.022014648,0.40140259,10
0,0.034431893,0.42039698,10
0,0.046290297,0.4396373,10
0,0.056328416,0.45940328,10
0,0.06334208,0.47940674,10
0,0.067343503,0.49915713,10
0,0.069544457,0.51848781,10
0,-0.005169346,0.32283252,10
0,-0.001815699,0.34285247,10
0,0.005418225,0.36277089,10
0,0.015781732,0.38224456,10
0,0.027945839,0.40139759,10
0,0.040660221,0.42039368,10
0,0.052831009,0.4396365,10
0,0.063196249,0.45940229,10
0,0.070553124,0.47940713,10
0,0.074914172,0.49916148,10
0,0.077492326,0.51849586,10
0,-0.000434965,0.30332047,10
0,-4.34E-05,0.32282838,10
0,0.003566029,0.3428458,10
0,0.011068218,0.36276507,10
0,0.021713555,0.38224056,10
0,0.034173589,0.40139234,10
0,0.047199968,0.42039025,10
0,0.059698746,0.43963572,10
0,0.070407473,0.45940125,10
0,0.078124717,0.47940755,10
0,0.082863376,0.49916601,10
0,0.085837595,0.51850432,10
0,0.00581134,0.28422233,10
0,0.004691508,0.30331606,10
0,0.005338831,0.32282406,10
0,0.009216842,0.34283873,10
0,0.017000712,0.36275899,10
0,0.027941968,0.38223636,10
0,0.040712725,0.40138686,10
0,0.054066699,0.42038661,10
0,0.066909879,0.43963489,10
0,0.077979267,0.45940012,10
0,0.086074889,0.47940803,10
0,0.091210037,0.49917078,10
0,0.094600111,0.5185132,10
0,0.012346628,0.26517525,10
0,0.010938113,0.28421718,10
0,0.010074303,0.30331144,10
0,0.010990179,0.32281953,10
0,0.015150195,0.34283137,10
0,0.02322983,0.36275262,10
0,0.034481805,0.38223201,10
0,0.047578819,0.40138105,10
0,0.061276764,0.42038286,10
0,0.074481562,0.43963397,10
0,0.085929632,0.45939896,10
0,0.094422564,0.47940847,10
0,0.099974021,0.49917579,10
0,0.10380076,0.51852256,10
0,0.018025916,0.24592167,10
0,0.017473042,0.26517043,10
0,0.016321223,0.28421178,10
0,0.015726238,0.30330655,10
0,0.016924094,0.32281476,10
0,0.021380214,0.34282359,10
0,0.029770404,0.36274591,10
0,0.041348632,0.38222736,10
0,0.054788217,0.401375,10
0,0.068847343,0.42037883,10
0,0.08243183,0.43963301,10
0,0.094277531,0.45939773,10
0,0.10318764,0.47940895,10
0,0.10917622,0.49918106,10
0,0.11346145,0.5185324,10
0,0.021490535,0.22619197,10
0,0.023151912,0.24591558,10
0,0.022855774,0.26516539,10
0,0.021973491,0.28420609,10
0,0.021660773,0.30330145,10
0,0.023154706,0.32280976,10
0,0.027921738,0.34281546,10
0,0.036638007,0.36273891,10
0,0.048558794,0.38222253,10
0,0.062358081,0.40136862,10
0,0.076796442,0.42037466,10
0,0.09077961,0.43963209,10
0,0.10304281,0.45939642,10
0,0.11239094,0.47940949,10
0,0.11883852,0.49918658,10
0,0.12360516,0.51854265,10
0,0.021503339,0.206177,10
0,0.026615525,0.22618474,10
0,0.028534204,0.2459092,10
0,0.028507642,0.26516005,10
0,0.02790837,0.28420013,10
0,0.027892031,0.30329609,10
0,0.029696846,0.32280451,10
0,0.034790337,0.34280694,10
0,0.043848984,0.36273149,10
0,0.05612947,0.38221744,10
0,0.070306443,0.40136191,10
0,0.085142985,0.42037028,10
0,0.099544778,0.43963104,10
0,0.11224636,0.45939508,10
0,0.12205442,0.47940999,10
0,0.12898394,0.49919236,10
0,0.13425606,0.51855344,10
0,0.018105034,0.18640737,10
0,0.026627019,0.20616944,10
0,0.031996764,0.22617716,10
0,0.034185614,0.24590248,10
0,0.034442104,0.26515448,10
0,0.034139991,0.28419387,10
0,0.034434851,0.30329049,10
0,0.03656609,0.322799,10
0,0.042002358,0.34279794,10
0,0.051420514,0.36272371,10
0,0.064078674,0.3822121,10
0,0.078652218,0.40135491,10
0,0.093906865,0.42036569,10
0,0.10874821,0.43962994,10
0,0.12191009,0.45939368,10
0,0.13220108,0.47941059,10
0,0.13963662,0.4991985,10
0,0.14543951,0.51856482,10
0,0.012485281,0.16714732,10
0,0.023227789,0.1863997,10
0,0.032006882,0.2061615,10
0,0.037647065,0.22616918,10
0,0.040119592,0.24589546,10
0,0.040673286,0.26514864,10
0,0.040683195,0.28418729,10
0,0.041304812,0.30328459,10
0,0.043778799,0.32279319,10
0,0.049574986,0.34278852,10
0,0.059370615,0.36271557,10
0,0.072425343,0.38220653,10
0,0.087415278,0.40134755,10
0,0.10310894,0.42036083,10
0,0.11841181,0.43962881,10
0,0.132057,0.45939216,10
0,0.14285506,0.47941118,10
0,0.15082194,0.49920487,10
0,0.15718213,0.51857674,10
0,0.005883731,0.1481595,10
0,0.017607175,0.16713844,10
0,0.028606681,0.18639161,10
0,0.037655734,0.20615315,10
0,0.04357988,0.22616082,10
0,0.046350271,0.24588807,10
0,0.047216035,0.2651425,10
0,0.047553558,0.28418037,10
0,0.04851827,0.30327839,10
0,0.051352143,0.32278711,10
0,0.057526246,0.34277862,10
0,0.067718223,0.36270702,10
0,0.081189342,0.38220063,10
0,0.096616492,0.4013398,10
0,0.11277112,0.42035574,10
0,0.12855858,0.43962762,10
0,0.14271125,0.45939061,10
0,0.15404174,0.47941184,10
0,0.16256651,0.49921158,10
0,0.16951188,0.5185892,10
0,0.19357748,0.53774631,10
0,-0.000584082,0.1290815,10
0,0.011005494,0.14815,10
0,0.022985164,0.1671291,10
0,0.034254517,0.18638316,10
0,0.043587029,0.20614442,10
0,0.049809337,0.22615203,10
0,0.052892484,0.24588034,10
0,0.05408591,0.26513603,10
0,0.054767437,0.28417313,10
0,0.056092396,0.30327189,10
0,0.059304152,0.32278073,10
0,0.065875061,0.34276822,10
0,0.076483212,0.36269802,10
0,0.090391539,0.38219443,10
0,0.10627777,0.40133166,10
0,0.1229164,0.42035037,10
0,0.1392127,0.43962634,10
0,0.15389822,0.45938894,10
0,0.16578776,0.47941247,10
0,0.17489834,0.49921864,10
0,0.19970194,0.51862413,10
0,0.24208203,0.53783292,10
0,-0.005761269,0.10966614,10
0,0.004538529,0.12907255,10
0,0.016383344,0.14814001,10
0,0.028632052,0.16711929,10
0,0.040184747,0.18637425,10
0,0.049814891,0.20613521,10
0,0.056350265,0.22614281,10
0,0.059761804,0.24587217,10
0,0.061299283,0.26512927,10
0,0.06234201,0.2841655,10
0,0.064045236,0.30326504,10
0,0.06765376,0.32277402,10
0,0.074641317,0.34275728,10
0,0.085686453,0.3626886,10
0,0.10005385,0.38218796,10
0,0.11642211,0.40132308,10
0,0.13356894,0.4203448,10
0,0.15039951,0.43962502,10
0,0.16564454,0.45938721,10
0,0.17812108,0.47941315,10
0,0.20493355,0.49924409,10
0,0.24783829,0.5186817,10
0,0.29097649,0.53792024,10
0,-0.008695825,0.089755073,10
0,-0.000637635,0.10965678,10
0,0.00991727,0.12906314,10
0,0.022030085,0.14812952,10
0,0.034561284,0.16710903,10
0,0.046411484,0.18636492,10
0,0.056354146,0.20612556,10
0,0.063218236,0.22613312,10
0,0.066974588,0.24586362,10
0,0.068873331,0.26512215,10
0,0.070295312,0.28415751,10
0,0.072395712,0.30325785,10
0,0.076420851,0.32276696,10
0,0.083845891,0.34274581,10
0,0.095349848,0.36267871,10
0,0.11019927,0.38218114,10
0,0.12707368,0.40131414,10
0,0.14475411,0.42033887,10
0,0.16214567,0.43962365,10
0,0.17797816,0.4593854,10
0,0.20806387,0.47944129,10
0,0.25275543,0.49928817,10
0,0.29636142,0.51873982,10
0,0.33987093,0.53800756,10
0,-0.009048802,0.069565505,10
0,-0.003571072,0.089747101,10
0,0.004742181,0.10964698,10
0,0.015564946,0.12905328,10
0,0.027959164,0.14811853,10
0,0.040786974,0.16709822,10
0,0.052949555,0.18635508,10
0,0.063220367,0.20611542,10
0,0.070429608,0.22612296,10
0,0.074548014,0.24585465,10
0,0.076826066,0.26511464,10
0,0.07864628,0.28414911,10
0,0.081163704,0.30325031,10
0,0.085626289,0.32275957,10
0,0.093510687,0.3427338,10
0,0.10549641,0.36266828,10
0,0.12085196,0.38217399,10
0,0.1382578,0.40130469,10
0,0.15649855,0.4203327,10
0,0.17447913,0.43962219,10
0,0.20792544,0.45942456,10
0,0.25569767,0.47949731,10
0,0.30096135,0.4993327,10
0,0.34488451,0.51879787,10
0,0.38876542,0.53809488,10
0,-0.007206973,0.04944513,10
0,-0.003923473,0.069561012,10
0,0.001809919,0.089738734,10
0,0.010390987,0.10963667,10
0,0.021495007,0.12904289,10
0,0.034184694,0.14810696,10
0,0.04732395,0.16708687,10
0,0.059814535,0.18634477,10
0,0.070429884,0.20610479,10
0,0.078001544,0.22611229,10
0,0.082500108,0.2458452,10
0,0.085176446,0.2651068,10
0,0.087414786,0.28414029,10
0,0.090370104,0.30324242,10
0,0.095292002,0.32275182,10
0,0.10365872,0.34272116,10
0,0.11615031,0.36265737,10
0,0.13203728,0.38216648,10
0,0.15000114,0.40129483,10
0,0.1688302,0.4203262,10
0,0.20452785,0.43966615,10
0,0.2555677,0.45950544,10
0,0.30371374,0.47955388,10
0,0.34916723,0.49937725,10
0,0.39340764,0.51885605,10
0,0.43765989,0.53818226,10
0,-0.003892743,0.029580656,10
0,-0.002081799,0.049443867,10
0,0.001458123,0.069556296,10
0,0.007459959,0.08972995,10
0,0.016322233,0.10962586,10
0,0.027721571,0.12903202,10
0,0.040721506,0.14809483,10
0,0.054187778,0.16707496,10
0,0.067022756,0.18633395,10
0,0.07799989,0.20609362,10
0,0.085952088,0.22610109,10
0,0.090849809,0.2458353,10
0,0.093944333,0.26509857,10
0,0.096621722,0.28413102,10
0,0.10003682,0.3032341,10
0,0.105441,0.32274365,10
0,0.11431416,0.3427079,10
0,0.12733689,0.36264589,10
0,0.14378187,0.38215858,10
0,0.16233164,0.40128446,10
0,0.19904184,0.42035872,10
0,0.25237468,0.4397563,10
0,0.30359218,0.45958698,10
0,0.35172984,0.47961044,10
0,0.39737314,0.49942178,10
0,0.44193074,0.5189141,10
0,0.48655432,0.53826952,10
0,0.000271176,0.009864533,10
0,0.001232379,0.02958015,10
0,0.003299632,0.049442541,10
0,0.007108797,0.069551341,10
0,0.013392501,0.089720733,10
0,0.022550039,0.1096145,10
0,0.034259461,0.1290206,10
0,0.047585148,0.14808209,10
0,0.061394796,0.16706245,10
0,0.074591398,0.1863226,10
0,0.085948393,0.2060819,10
0,0.094300143,0.2260893,10
0,0.099616989,0.24582492,10
0,0.10315063,0.2650899,10
0,0.10628901,0.2841213,10
0,0.11018687,0.3032254,10
0,0.11609745,0.3227351,10
0,0.12550238,0.34269395,10
0,0.1390828,0.36263382,10
0,0.1561137,0.38215032,10
0,0.19273114,0.40129873,10
0,0.2472188,0.42043102,10
0,0.30060515,0.43984726,10
0,0.35161668,0.45966858,10
0,0.39974594,0.47966704,10
0,0.44557902,0.49946627,10
0,0.49045387,0.51897222,10
0,0.53544879,0.53835684,10
0,0.00539631,0.009863938,10
0,0.006613757,0.029579619,10
0,0.008950136,0.049441155,10
0,0.013042007,0.069546141,10
0,0.019621668,0.089711055,10
0,0.029089238,0.10960257,10
0,0.041124247,0.12900859,10
0,0.054791979,0.1480687,10
0,0.068962157,0.16704932,10
0,0.082538471,0.18631068,10
0,0.094294317,0.20606959,10
0,0.10306561,0.22607695,10
0,0.10882253,0.245814,10
0,0.11281724,0.26508081,10
0,0.11643966,0.28411111,10
0,0.12084444,0.30321622,10
0,0.12728672,0.32272607,10
0,0.13724999,0.34267932,10
0,0.15141602,0.36262119,10
0,0.18669418,0.38215202,10
0,0.24128787,0.40133831,10
0,0.29578188,0.42050397,10
0,0.34883562,0.43993819,10
0,0.39964116,0.45975018,10
0,0.44776204,0.4797236,10
0,0.49378496,0.49951077,10
0,0.53897697,0.51903033,10
0,0.58434331,0.53844416,10
0,0.0107777,0.009863314,10
0,0.012264202,0.029579062,10
0,0.014883162,0.049439695,10
0,0.019271873,0.069540679,10
0,0.026162293,0.089700885,10
0,0.035955392,0.10959005,10
0,0.048332267,0.128996,10
0,0.06235915,0.14805466,10
0,0.076907888,0.16703552,10
0,0.090882882,0.18629815,10
0,0.10305753,0.20605664,10
0,0.11226934,0.22606397,10
0,0.11848835,0.24580252,10
0,0.12296717,0.26507127,10
0,0.12709785,0.28410038,10
0,0.13203487,0.30320659,10
0,0.13903545,0.32271665,10
0,0.14958499,0.342664,10
0,0.18213347,0.3626186,10
0,0.23561421,0.38216412,10
0,0.29023355,0.4013783,10
0,0.34434497,0.42057696,10
0,0.39706606,0.44002914,10
0,0.44766563,0.45983177,10
0,0.49577811,0.47978014,10
0,0.54199088,0.49955532,10
0,0.5875001,0.51908845,10
0,0.63323772,0.53853154,10
0,0.01642816,0.00986266,10
0,0.01819717,0.029578475,10
0,0.021112841,0.04943816,10
0,0.025813233,0.069534943,10
0,0.033029947,0.089690216,10
0,0.043164857,0.1095769,10
0,0.055900693,0.12898277,10
0,0.070304677,0.14803991,10
0,0.085250914,0.16702105,10
0,0.099644519,0.186285,10
0,0.11225891,0.20604306,10
0,0.12193327,0.22605035,10
0,0.12863746,0.2457905,10
0,0.1336246,0.26506126,10
0,0.13828893,0.28408915,10
0,0.14378482,0.30319649,10
0,0.15137163,0.32270676,10
0,0.18035656,0.3426702,10
0,0.23132801,0.3626264,10
0,0.28492591,0.38217634,10
0,0.33917928,0.40141827,10
