x,y,z,y-coordinate,x_velocity,y_velocity,z_velocity
337.13849,-2890.8142,-301,-2893.9629,,0,0
337.13849,-2845.8467,-301,-2848.9463,,0,0
337.13849,-2800.8789,-301,-2803.9299,,0,0
337.13849,-2755.9116,-301,-2758.9133,,0,0
337.13849,-2710.9438,-301,-2713.897,,0,0
337.13849,-2665.9761,-301,-2668.8806,,0,0
337.13849,-2621.0085,-301,-2623.864,,0,0
337.13849,-2576.041,-301,-2578.8477,,0,0
337.13849,-2531.0735,-301,-2533.8313,,0,0
337.13849,-2486.106,-301,-2488.8149,,0,0
337.13849,-2441.1379,-301,-2443.7983,,0,0
337.13849,-2396.1704,-301,-2398.782,,0,0
337.13849,-2351.2029,-301,-2353.7656,,0,0
337.13849,-2306.2354,-301,-2308.749,,0,0
337.13849,-2261.2676,-301,-2263.7327,,0,0
337.13849,-2216.3,-301,-2218.7163,,0,0
337.13849,-2171.3325,-301,-2173.7,,0,0
337.13849,-2126.365,-301,-2128.6833,,0,0
337.13849,-2081.3975,-301,-2083.667,,0,0
337.13849,-2036.4297,-301,-2038.6505,,0,0
337.13849,-1991.4622,-301,-1993.6342,,0,0
337.13849,-1946.4946,-301,-1948.6177,,0,0
337.13849,-1901.527,-301,-1903.6013,,0,0
337.13849,-1856.5594,-301,-1858.5848,,0,0
337.13849,-1811.5918,-301,-1813.5684,,0,0
337.13849,-1766.6243,-301,-1768.552,,0,0
337.13849,-1721.6566,-301,-1723.5356,,0,0
337.13849,-1676.6891,-301,-1678.5192,,0,0
337.13849,-1631.7214,-301,-1633.5028,,0,0
337.13849,-1586.7539,-301,-1588.4863,,0,0
337.13849,-1541.7861,-301,-1543.4698,,0,0
337.13849,-1496.8186,-301,-1498.4535,,0,0
337.13849,-1451.8511,-301,-1453.4371,,0,0
337.13849,-3915.9871,-300,-3914.3821,,0,0
337.13849,-3877.8533,-300,-3877.6592,,0,0
337.13849,-3835.1335,-300,-3837.1221,,0,0
337.13849,-3790.166,-300,-3793.7388,,0,0
337.13849,-3745.1985,-300,-3749.2751,,0,0
337.13849,-3700.231,-300,-3704.2588,,0,0
337.13849,-3655.2634,-300,-3659.2422,,0,0
337.13849,-3610.2957,-300,-3614.2258,,0,0
337.13849,-3565.3281,-300,-3569.2095,,0,0
337.13849,-3520.3606,-300,-3524.1929,,0,0
337.13849,-3475.3931,-300,-3479.1765,,0,0
337.13849,-3430.4253,-300,-3434.1599,,0,0
337.13849,-3385.4578,-300,-3389.1436,,0,0
337.13849,-3340.4902,-300,-3344.127,,0,0
337.13849,-3295.5225,-300,-3299.1108,,0,0
337.13849,-3250.5549,-300,-3254.0942,,0,0
337.13849,-3205.5874,-300,-3209.0779,,0,0
337.13849,-3160.6199,-300,-3164.0615,,0,0
337.13849,-3115.6523,-300,-3119.0449,,0,0
337.13849,-3070.6846,-300,-3074.0286,,0,0
337.13849,-3025.717,-300,-3029.012,,0,0
337.13849,-2980.7495,-300,-2983.9956,,0,0
337.13849,-4891.3711,-299,-4896.6924,,0,0
337.13849,-4890.3418,-299,-4895.665,,0,0
337.13849,-4889.2617,-299,-4894.5864,,0,0
337.13849,-4888.1279,-299,-4893.4541,,0,0
337.13849,-4886.9375,-299,-4892.2651,,0,0
337.13849,-4885.687,-299,-4891.0161,,0,0
337.13849,-4884.374,-299,-4889.7056,,0,0
337.13849,-4882.9956,-299,-4888.3281,,0,0
337.13849,-4881.5488,-299,-4886.8833,,0,0
337.13849,-4880.0293,-299,-4885.3657,,0,0
337.13849,-4878.4336,-299,-4883.7715,,0,0
337.13849,-4876.7583,-299,-4882.0981,,0,0
337.13849,-4874.999,-299,-4880.3418,,0,0
337.13849,-4873.1519,-299,-4878.4966,,0,0
337.13849,-4871.2124,-299,-4876.5596,,0,0
337.13849,-4869.1758,-299,-4874.5254,,0,0
337.13849,-4867.0376,-299,-4872.3901,,0,0
337.13849,-4864.7925,-299,-4870.1479,,0,0
337.13849,-4005.375,-299,-4002.7981,,0,0
337.13849,-3979.2119,-299,-3976.135,,0,0
337.13849,-3949.3303,-299,-3946.9893,,0,0
337.13849,-4862.4355,-298,-4867.793,,0,0
337.13849,-4859.96,-298,-4865.3213,,0,0
337.13849,-4857.3608,-298,-4862.7256,,0,0
337.13849,-4854.6323,-298,-4859.9995,,0,0
337.13849,-4851.7666,-298,-4857.1382,,0,0
337.13849,-4848.7588,-298,-4854.1333,,0,0
337.13849,-4845.5996,-298,-4850.978,,0,0
337.13849,-4842.2822,-298,-4847.665,,0,0
337.13849,-4838.7998,-298,-4844.1865,,0,0
337.13849,-4835.1431,-298,-4840.5337,,0,0
337.13849,-4831.3032,-298,-4836.6987,,0,0
337.13849,-4827.272,-298,-4832.6724,,0,0
337.13849,-4052.2522,-298,-4051.8733,,0,0
337.13849,-4028.8213,-298,-4027.595,,0,0
337.13849,-4823.0391,-297,-4828.4438,,0,0
337.13849,-4818.5947,-297,-4824.0044,,0,0
337.13849,-4813.9277,-297,-4819.3428,,0,0
337.13849,-4809.0273,-297,-4814.4487,,0,0
337.13849,-4803.8823,-297,-4809.3091,,0,0
337.13849,-4798.4805,-297,-4803.9131,,0,0
337.13849,-4792.8091,-297,-4798.248,,0,0
337.13849,-4786.855,-297,-4792.2998,,0,0
337.13849,-4099.0703,-297,-4099.7739,,0,0
337.13849,-4075.6689,-297,-4075.9011,,0,0
337.13849,-4780.603,-296,-4786.0547,,0,0
337.13849,-4774.04,-296,-4779.4976,,0,0
337.13849,-4767.1494,-296,-4772.6128,,0,0
337.13849,-4759.915,-296,-4765.3848,,0,0
337.13849,-4752.3203,-296,-4757.7954,,0,0
337.13849,-4744.3467,-296,-4749.8271,,0,0
337.13849,-4169.1802,-296,-4170.833,,0,0
337.13849,-4145.8271,-296,-4147.2188,,0,0
337.13849,-4122.4565,-296,-4123.5381,,0,0
337.13849,-4735.9751,-295,-4741.4614,,0,0
337.13849,-4727.1865,-295,-4732.6782,,0,0
337.13849,-4717.9595,-295,-4723.4565,,0,0
337.13849,-4708.2729,-295,-4713.7744,,0,0
337.13849,-4698.1045,-295,-4703.6094,,0,0
337.13849,-4215.8301,-295,-4217.9009,,0,0
337.13849,-4192.5156,-295,-4194.3911,,0,0
337.13849,-4687.4282,-294,-4692.9365,,0,0
337.13849,-4676.2202,-294,-4681.7314,,0,0
337.13849,-4664.4546,-294,-4669.9673,,0,0
337.13849,-4652.1025,-294,-4657.6162,,0,0
337.13849,-4262.3872,-294,-4264.7959,,0,0
337.13849,-4239.1216,-294,-4241.3677,,0,0
337.13849,-4639.1353,-293,-4644.6489,,0,0
337.13849,-4625.522,-293,-4631.0347,,0,0
337.13849,-4611.2334,-293,-4616.7422,,0,0
337.13849,-4308.8164,-293,-4311.5522,,0,0
337.13849,-4285.6211,-293,-4288.1895,,0,0
337.13849,-4596.2349,-292,-4601.7349,,0,0
337.13849,-4580.4902,-292,-4585.9795,,0,0
337.13849,-4563.9619,-292,-4569.4385,,0,0
337.13849,-4355.0488,-292,-4358.2178,,0,0
337.13849,-4331.9634,-292,-4334.8906,,0,0
337.13849,-4546.6377,-291,-4552.0903,,0,0
337.13849,-4528.4644,-291,-4533.8789,,0,0
337.13849,-4378.0498,-291,-4381.5596,,0,0
337.13849,-4509.3823,-290,-4514.7583,,0,0
337.13849,-4489.3604,-290,-4494.6914,,0,0
337.13849,-4400.9326,-290,-4404.9736,,0,0
337.13849,-4468.3286,-289,-4473.6133,,0,0
337.13849,-4446.2461,-289,-4451.4858,,0,0
337.13849,-4423.6406,-289,-4428.5786,,0,0
337.13849,-57.903824,-258,-57.964943,,0,0
337.13849,-12.90394,-258,-12.924342,,0,0
337.13849,-1542.8999,-257,-1544.3049,,0,0
337.13849,-1497.9,-257,-1499.2643,,0,0
337.13849,-1452.9001,-257,-1454.2236,,0,0
337.13849,-1407.9003,-257,-1409.183,,0,0
337.13849,-1362.9004,-257,-1364.1425,,0,0
337.13849,-1317.9005,-257,-1319.1018,,0,0
337.13849,-1272.9006,-257,-1274.0613,,0,0
337.13849,-1227.9006,-257,-1229.0206,,0,0
337.13849,-1182.9009,-257,-1183.98,,0,0
337.13849,-1137.901,-257,-1138.9395,,0,0
337.13849,-1092.9011,-257,-1093.8988,,0,0
337.13849,-1047.9011,-257,-1048.8582,,0,0
337.13849,-1002.9014,-257,-1003.8176,,0,0
337.13849,-957.90149,-257,-958.77698,,0,0
337.13849,-912.90155,-257,-913.73639,,0,0
337.13849,-867.90167,-257,-868.6958,,0,0
337.13849,-822.90179,-257,-823.65521,,0,0
337.13849,-777.90192,-257,-778.61456,,0,0
337.13849,-732.90204,-257,-733.57397,,0,0
337.13849,-687.9021,-257,-688.53333,,0,0
337.13849,-642.90228,-257,-643.49274,,0,0
337.13849,-597.9024,-257,-598.45215,,0,0
337.13849,-552.90247,-257,-553.4115,,0,0
337.13849,-507.90262,-257,-508.37094,,0,0
337.13849,-462.90277,-257,-463.33032,,0,0
337.13849,-417.90289,-257,-418.28973,,0,0
337.13849,-372.90298,-257,-373.24915,,0,0
337.13849,-327.90311,-257,-328.20853,,0,0
337.13849,-282.9032,-257,-283.16794,,0,0
337.13849,-237.90335,-257,-238.12733,,0,0
337.13849,-192.90346,-257,-193.08673,,0,0
337.13849,-147.90358,-257,-148.04613,,0,0
337.13849,-102.9037,-257,-103.00554,,0,0
337.13849,-3027.896,-256,-3030.645,,0,0
337.13849,-2982.896,-256,-2985.6045,,0,0
337.13849,-2937.896,-256,-2940.564,,0,0
337.13849,-2892.8965,-256,-2895.5232,,0,0
337.13849,-2847.8965,-256,-2850.4827,,0,0
337.13849,-2802.8965,-256,-2805.4421,,0,0
337.13849,-2757.8967,-256,-2760.4014,,0,0
337.13849,-2712.8967,-256,-2715.3608,,0,0
337.13849,-2667.897,-256,-2670.3201,,0,0
337.13849,-2622.897,-256,-2625.2795,,0,0
337.13849,-2577.8972,-256,-2580.239,,0,0
337.13849,-2532.8972,-256,-2535.1985,,0,0
337.13849,-2487.8975,-256,-2490.1577,,0,0
337.13849,-2442.8975,-256,-2445.1169,,0,0
337.13849,-2397.8977,-256,-2400.0764,,0,0
337.13849,-2352.8977,-256,-2355.0359,,0,0
337.13849,-2307.8979,-256,-2309.9954,,0,0
337.13849,-2262.8979,-256,-2264.9546,,0,0
337.13849,-2217.8982,-256,-2219.9141,,0,0
337.13849,-2172.8982,-256,-2174.8735,,0,0
337.13849,-2127.8984,-256,-2129.8328,,0,0
337.13849,-2082.8984,-256,-2084.7922,,0,0
337.13849,-2037.8986,-256,-2039.7516,,0,0
337.13849,-1992.8987,-256,-1994.7109,,0,0
337.13849,-1947.8988,-256,-1949.6704,,0,0
337.13849,-1902.8989,-256,-1904.6298,,0,0
337.13849,-1857.899,-256,-1859.5891,,0,0
337.13849,-1812.8992,-256,-1814.5485,,0,0
337.13849,-1767.8994,-256,-1769.5079,,0,0
337.13849,-1722.8994,-256,-1724.4673,,0,0
337.13849,-1677.8994,-256,-1679.4266,,0,0
337.13849,-1632.8995,-256,-1634.3861,,0,0
337.13849,-1587.8997,-256,-1589.3455,,0,0
337.13849,-3918.6489,-255,-3916.3987,,0,0
337.13849,-3880.6011,-255,-3879.731,,0,0
337.13849,-3837.8938,-255,-3839.1953,,0,0
337.13849,-3792.8938,-255,-3795.7849,,0,0
337.13849,-3747.894,-255,-3751.2949,,0,0
337.13849,-3702.8943,-255,-3706.2544,,0,0
337.13849,-3657.8943,-255,-3661.2136,,0,0
337.13849,-3612.8945,-255,-3616.1731,,0,0
337.13849,-3567.8945,-255,-3571.1326,,0,0
337.13849,-3522.8945,-255,-3526.0918,,0,0
337.13849,-3477.8945,-255,-3481.0513,,0,0
337.13849,-3432.895,-255,-3436.0105,,0,0
337.13849,-3387.895,-255,-3390.97,,0,0
337.13849,-3342.895,-255,-3345.9294,,0,0
337.13849,-3297.8953,-255,-3300.8889,,0,0
337.13849,-3252.8955,-255,-3255.8481,,0,0
337.13849,-3207.8955,-255,-3210.8076,,0,0
337.13849,-3162.8955,-255,-3165.7671,,0,0
337.13849,-3117.8955,-255,-3120.7263,,0,0
337.13849,-3072.8958,-255,-3075.6858,,0,0
337.13849,-4894.8896,-254,-4899.3276,,0,0
337.13849,-4893.8623,-254,-4898.3018,,0,0
337.13849,-4892.7842,-254,-4897.2236,,0,0
337.13849,-4891.6514,-254,-4896.0923,,0,0
337.13849,-4890.4624,-254,-4894.9038,,0,0
337.13849,-4889.2139,-254,-4893.6563,,0,0
337.13849,-4887.9023,-254,-4892.3457,,0,0
337.13849,-4886.5254,-254,-4890.9707,,0,0
337.13849,-4885.0806,-254,-4889.5264,,0,0
337.13849,-4883.563,-254,-4888.0098,,0,0
337.13849,-4881.9692,-254,-4886.417,,0,0
337.13849,-4880.2959,-254,-4884.7451,,0,0
337.13849,-4878.5391,-254,-4882.9893,,0,0
337.13849,-4876.6943,-254,-4881.146,,0,0
337.13849,-4874.7568,-254,-4879.2104,,0,0
337.13849,-4872.7231,-254,-4877.1782,,0,0
337.13849,-4870.5879,-254,-4875.0439,,0,0
337.13849,-4007.5928,-254,-4004.5271,,0,0
337.13849,-3981.5879,-254,-3977.9778,,0,0
337.13849,-3951.856,-254,-3948.9299,,0,0
337.13849,-4868.3452,-253,-4872.8037,,0,0
337.13849,-4865.9907,-253,-4870.4507,,0,0
337.13849,-4863.5186,-253,-4867.98,,0,0
337.13849,-4860.9229,-253,-4865.3862,,0,0
337.13849,-4858.1968,-253,-4862.6621,,0,0
337.13849,-4855.335,-253,-4859.8027,,0,0
337.13849,-4852.3301,-253,-4856.8003,,0,0
337.13849,-4849.1748,-253,-4853.647,,0,0
337.13849,-4845.8618,-253,-4850.3364,,0,0
337.13849,-4842.3828,-253,-4846.8604,,0,0
337.13849,-4838.7305,-253,-4843.2104,,0,0
337.13849,-4054.1958,-253,-4053.4197,,0,0
337.13849,-4030.884,-253,-4029.2278,,0,0
337.13849,-4834.8945,-252,-4839.3779,,0,0
337.13849,-4830.8677,-252,-4835.354,,0,0
337.13849,-4826.6396,-252,-4831.1284,,0,0
337.13849,-4822.1997,-252,-4826.6919,,0,0
337.13849,-4817.5381,-252,-4822.0337,,0,0
337.13849,-4812.6426,-252,-4817.1426,,0,0
337.13849,-4807.5029,-252,-4812.0063,,0,0
337.13849,-4100.8525,-252,-4101.1953,,0,0
337.13849,-4077.5203,-252,-4077.3772,,0,0
337.13849,-4802.1064,-251,-4806.6138,,0,0
337.13849,-4796.4395,-251,-4800.9512,,0,0
337.13849,-4790.4902,-251,-4795.0063,,0,0
337.13849,-4784.2432,-251,-4788.7637,,0,0
337.13849,-4777.6841,-251,-4782.209,,0,0
337.13849,-4770.7969,-251,-4775.3267,,0,0
337.13849,-4170.8506,-251,-4172.1636,,0,0
337.13849,-4147.521,-251,-4148.5693,,0,0
337.13849,-4124.187,-251,-4124.918,,0,0
337.13849,-4763.5654,-250,-4768.1001,,0,0
337.13849,-4755.9727,-250,-4760.5127,,0,0
337.13849,-4748.001,-250,-4752.5459,,0,0
337.13849,-4739.6299,-250,-4744.1807,,0,0
337.13849,-4217.4863,-250,-4219.2173,,0,0
337.13849,-4194.1729,-250,-4195.7104,,0,0
337.13849,-4730.8408,-249,-4735.397,,0,0
337.13849,-4721.6133,-249,-4726.1748,,0,0
337.13849,-4711.9233,-249,-4716.4912,,0,0
337.13849,-4701.75,-249,-4706.3242,,0,0
337.13849,-4264.0737,-249,-4266.1323,,0,0
337.13849,-4240.7871,-249,-4242.6895,,0,0
337.13849,-4691.0679,-248,-4695.6484,,0,0
337.13849,-4679.8521,-248,-4684.439,,0,0
337.13849,-4668.0757,-248,-4672.6694,,0,0
337.13849,-4287.3438,-248,-4289.5513,,0,0
337.13849,-4655.7109,-247,-4660.3115,,0,0
337.13849,-4642.728,-247,-4647.3354,,0,0
337.13849,-4629.0967,-247,-4633.7114,,0,0
337.13849,-4333.8237,-247,-4336.353,,0,0
337.13849,-4310.5947,-247,-4312.9541,,0,0
337.13849,-4614.7852,-246,-4619.4077,,0,0
337.13849,-4599.7598,-246,-4604.3892,,0,0
337.13849,-4583.9844,-246,-4588.6196,,0,0
337.13849,-4357.0298,-246,-4359.771,,0,0
337.13849,-4567.4199,-245,-4572.062,,0,0
337.13849,-4550.0547,-245,-4554.6948,,0,0
337.13849,-4380.2109,-245,-4383.252,,0,0
337.13849,-4531.8442,-244,-4536.4683,,0,0
337.13849,-4512.7207,-244,-4517.3291,,0,0
337.13849,-4403.3696,-244,-4406.8809,,0,0
337.13849,-4492.6436,-243,-4497.2358,,0,0
337.13849,-4471.5605,-243,-4476.1357,,0,0
337.13849,-4449.4224,-242,-4453.9775,,0,0
337.13849,-4426.5146,-242,-4430.8203,,0,0
337.13849,-147.99457,-213,-148.10042,,0,0
337.13849,-102.96869,-213,-103.04433,,0,0
337.13849,-57.94281,-213,-57.988255,,0,0
337.13849,-12.916937,-213,-12.93217,,0,0
337.13849,-1633.8484,-212,-1634.9512,,0,0
337.13849,-1588.8225,-212,-1589.8951,,0,0
337.13849,-1543.7966,-212,-1544.839,,0,0
337.13849,-1498.7708,-212,-1499.783,,0,0
337.13849,-1453.7449,-212,-1454.7268,,0,0
337.13849,-1408.719,-212,-1409.6708,,0,0
337.13849,-1363.6931,-212,-1364.6146,,0,0
337.13849,-1318.6672,-212,-1319.5586,,0,0
337.13849,-1273.6415,-212,-1274.5024,,0,0
337.13849,-1228.6155,-212,-1229.4464,,0,0
337.13849,-1183.5897,-212,-1184.3904,,0,0
337.13849,-1138.5638,-212,-1139.3342,,0,0
337.13849,-1093.5378,-212,-1094.2782,,0,0
337.13849,-1048.512,-212,-1049.222,,0,0
337.13849,-1003.4861,-212,-1004.166,,0,0
337.13849,-958.46027,-212,-959.10992,,0,0
337.13849,-913.43439,-212,-914.05383,,0,0
337.13849,-868.40857,-212,-868.99774,,0,0
337.13849,-823.38269,-212,-823.94171,,0,0
337.13849,-778.35681,-212,-778.88562,,0,0
337.13849,-733.33093,-212,-733.82953,,0,0
337.13849,-688.30505,-212,-688.77344,,0,0
337.13849,-643.27917,-212,-643.71735,,0,0
337.13849,-598.2533,-212,-598.66125,,0,0
337.13849,-553.22742,-212,-553.60516,,0,0
337.13849,-508.20154,-212,-508.54907,,0,0
337.13849,-463.17569,-212,-463.49301,,0,0
337.13849,-418.14981,-212,-418.43692,,0,0
337.13849,-373.1239,-212,-373.38086,,0,0
337.13849,-328.09805,-212,-328.32477,,0,0
337.13849,-283.0722,-212,-283.26868,,0,0
337.13849,-238.0463,-212,-238.21259,,0,0
337.13849,-193.02043,-212,-193.15651,,0,0
337.13849,-3119.7021,-211,-3121.8018,,0,0
337.13849,-3074.6765,-211,-3076.7456,,0,0
337.13849,-3029.6504,-211,-3031.6895,,0,0
337.13849,-2984.6245,-211,-2986.6335,,0,0
337.13849,-2939.5986,-211,-2941.5774,,0,0
337.13849,-2894.573,-211,-2896.5212,,0,0
337.13849,-2849.5471,-211,-2851.4653,,0,0
337.13849,-2804.521,-211,-2806.4092,,0,0
337.13849,-2759.4954,-211,-2761.3533,,0,0
337.13849,-2714.4692,-211,-2716.2971,,0,0
337.13849,-2669.4434,-211,-2671.241,,0,0
337.13849,-2624.4175,-211,-2626.1848,,0,0
337.13849,-2579.3918,-211,-2581.1289,,0,0
337.13849,-2534.3657,-211,-2536.0728,,0,0
337.13849,-2489.3398,-211,-2491.0166,,0,0
337.13849,-2444.314,-211,-2445.9607,,0,0
337.13849,-2399.2883,-211,-2400.9045,,0,0
337.13849,-2354.2625,-211,-2355.8486,,0,0
337.13849,-2309.2363,-211,-2310.7925,,0,0
337.13849,-2264.2107,-211,-2265.7363,,0,0
337.13849,-2219.1848,-211,-2220.6802,,0,0
337.13849,-2174.1589,-211,-2175.624,,0,0
337.13849,-2129.1328,-211,-2130.5681,,0,0
337.13849,-2084.1072,-211,-2085.512,,0,0
337.13849,-2039.0813,-211,-2040.4558,,0,0
337.13849,-1994.0554,-211,-1995.3998,,0,0
337.13849,-1949.0295,-211,-1950.3438,,0,0
337.13849,-1904.0037,-211,-1905.2876,,0,0
337.13849,-1858.9778,-211,-1860.2316,,0,0
337.13849,-1813.9518,-211,-1815.1754,,0,0
337.13849,-1768.926,-211,-1770.1194,,0,0
337.13849,-1723.9001,-211,-1725.0634,,0,0
337.13849,-1678.8743,-211,-1680.0072,,0,0
337.13849,-3953.9238,-210,-3950.2769,,0,0
337.13849,-3920.8101,-210,-3917.7661,,0,0
337.13849,-3882.8184,-210,-3881.1101,,0,0
337.13849,-3840.1162,-210,-3840.5481,,0,0
337.13849,-3795.0903,-210,-3797.1021,,0,0
337.13849,-3750.0645,-210,-3752.5869,,0,0
337.13849,-3705.0388,-210,-3707.5308,,0,0
337.13849,-3660.0127,-210,-3662.4749,,0,0
337.13849,-3614.9868,-210,-3617.4187,,0,0
337.13849,-3569.9612,-210,-3572.3625,,0,0
337.13849,-3524.9351,-210,-3527.3064,,0,0
337.13849,-3479.9092,-210,-3482.2502,,0,0
337.13849,-3434.8833,-210,-3437.1943,,0,0
337.13849,-3389.8574,-210,-3392.1382,,0,0
337.13849,-3344.8315,-210,-3347.082,,0,0
337.13849,-3299.8057,-210,-3302.0261,,0,0
337.13849,-3254.78,-210,-3256.97,,0,0
337.13849,-3209.7542,-210,-3211.9138,,0,0
337.13849,-3164.728,-210,-3166.8579,,0,0
337.13849,-4897.7241,-209,-4901.0151,,0,0
337.13849,-4896.6982,-209,-4899.9902,,0,0
337.13849,-4895.6221,-209,-4898.9136,,0,0
337.13849,-4894.4917,-209,-4897.7837,,0,0
337.13849,-4893.3042,-209,-4896.5962,,0,0
337.13849,-4892.0576,-209,-4895.3506,,0,0
337.13849,-4890.749,-209,-4894.0415,,0,0
337.13849,-4889.375,-209,-4892.6675,,0,0
337.13849,-4887.9321,-209,-4891.2251,,0,0
337.13849,-4886.4175,-209,-4889.7104,,0,0
337.13849,-4884.8262,-209,-4888.1196,,0,0
337.13849,-4883.1563,-209,-4886.4497,,0,0
337.13849,-4881.4023,-209,-4884.6963,,0,0
337.13849,-4879.5605,-209,-4882.855,,0,0
337.13849,-4877.627,-209,-4880.9214,,0,0
337.13849,-4875.5972,-209,-4878.8916,,0,0
337.13849,-4873.4653,-209,-4876.7603,,0,0
337.13849,-4009.4509,-209,-4005.7693,,0,0
337.13849,-3983.553,-209,-3979.2844,,0,0
337.13849,-4871.2266,-208,-4874.5225,,0,0
337.13849,-4868.8765,-208,-4872.1724,,0,0
337.13849,-4866.4082,-208,-4869.7046,,0,0
337.13849,-4863.8174,-208,-4867.1143,,0,0
337.13849,-4861.0967,-208,-4864.3936,,0,0
337.13849,-4858.2397,-208,-4861.5371,,0,0
337.13849,-4855.2402,-208,-4858.5381,,0,0
337.13849,-4852.0908,-208,-4855.3892,,0,0
337.13849,-4848.7832,-208,-4852.0825,,0,0
337.13849,-4845.311,-208,-4848.6104,,0,0
337.13849,-4055.8738,-208,-4054.564,,0,0
337.13849,-4032.6394,-208,-4030.4216,,0,0
337.13849,-4841.665,-207,-4844.9648,,0,0
337.13849,-4837.8364,-207,-4841.1372,,0,0
337.13849,-4833.8164,-207,-4837.1177,,0,0
337.13849,-4829.5957,-207,-4832.8979,,0,0
337.13849,-4825.1636,-207,-4828.4668,,0,0
337.13849,-4820.5103,-207,-4823.8135,,0,0
337.13849,-4815.624,-207,-4818.9282,,0,0
337.13849,-4102.4316,-207,-4102.2666,,0,0
337.13849,-4079.1411,-207,-4078.4802,,0,0
337.13849,-4810.4937,-206,-4813.7988,,0,0
337.13849,-4805.1064,-206,-4808.4126,,0,0
337.13849,-4799.4502,-206,-4802.7568,,0,0
337.13849,-4793.5107,-206,-4796.8188,,0,0
337.13849,-4787.2749,-206,-4790.5835,,0,0
337.13849,-4780.7271,-206,-4784.0366,,0,0
337.13849,-4149.0547,-206,-4149.6021,,0,0
337.13849,-4125.7383,-206,-4125.9658,,0,0
337.13849,-4773.8516,-205,-4777.1621,,0,0
337.13849,-4766.6328,-205,-4769.9443,,0,0
337.13849,-4759.0527,-205,-4762.3652,,0,0
337.13849,-4751.0938,-205,-4754.4077,,0,0
337.13849,-4195.7026,-205,-4196.7349,,0,0
337.13849,-4172.3774,-205,-4173.1885,,0,0
337.13849,-4742.7363,-204,-4746.0518,,0,0
337.13849,-4733.9619,-204,-4737.2783,,0,0
337.13849,-4724.7485,-204,-4728.0659,,0,0
337.13849,-4715.0742,-204,-4718.3931,,0,0
337.13849,-4242.3555,-204,-4243.7383,,0,0
337.13849,-4219.0298,-204,-4220.2495,,0,0
337.13849,-4704.9165,-203,-4708.2363,,0,0
337.13849,-4694.251,-203,-4697.5718,,0,0
337.13849,-4683.0518,-203,-4686.374,,0,0
337.13849,-4289.0073,-203,-4290.665,,0,0
337.13849,-4265.6812,-203,-4267.207,,0,0
337.13849,-4671.2925,-202,-4674.6167,,0,0
337.13849,-4658.9453,-202,-4662.271,,0,0
337.13849,-4312.3359,-202,-4314.1226,,0,0
337.13849,-4645.981,-201,-4649.3081,,0,0
337.13849,-4632.3682,-201,-4635.6968,,0,0
337.13849,-4618.0752,-201,-4621.4063,,0,0
337.13849,-4359.0288,-201,-4361.1172,,0,0
337.13849,-4335.6733,-201,-4337.5972,,0,0
337.13849,-4603.0679,-200,-4606.4004,,0,0
337.13849,-4587.3101,-200,-4590.6445,,0,0
337.13849,-4382.4209,-200,-4384.7329,,0,0
337.13849,-4570.7646,-199,-4574.1001,,0,0
337.13849,-4553.3965,-199,-4556.7324,,0,0
337.13849,-4535.1641,-198,-4538.4985,,0,0
337.13849,-4516.0186,-198,-4519.3516,,0,0
337.13849,-4405.8804,-198,-4408.5317,,0,0
337.13849,-4495.917,-197,-4499.248,,0,0
337.13849,-4474.8096,-197,-4478.1411,,0,0
337.13849,-4429.4639,-197,-4432.6616,,0,0
337.13849,-4452.647,-196,-4455.9761,,0,0
337.13849,-238.12375,-168,-238.24451,,0,0
337.13849,-193.08379,-168,-193.18263,,0,0
337.13849,-148.04384,-168,-148.12076,,0,0
337.13849,-103.00388,-168,-103.05888,,0,0
337.13849,-57.963928,-168,-57.997002,,0,0
337.13849,-12.923977,-168,-12.935124,,0,0
337.13849,-1679.4023,-167,-1680.2244,,0,0
337.13849,-1634.3623,-167,-1635.1625,,0,0
337.13849,-1589.3224,-167,-1590.1006,,0,0
337.13849,-1544.2825,-167,-1545.0388,,0,0
337.13849,-1499.2424,-167,-1499.9769,,0,0
337.13849,-1454.2024,-167,-1454.915,,0,0
337.13849,-1409.1625,-167,-1409.8531,,0,0
337.13849,-1364.1226,-167,-1364.7913,,0,0
337.13849,-1319.0826,-167,-1319.7294,,0,0
337.13849,-1274.0427,-167,-1274.6676,,0,0
337.13849,-1229.0028,-167,-1229.6057,,0,0
337.13849,-1183.9628,-167,-1184.5438,,0,0
337.13849,-1138.9229,-167,-1139.4819,,0,0
337.13849,-1093.8828,-167,-1094.42,,0,0
337.13849,-1048.8429,-167,-1049.3582,,0,0
337.13849,-1003.803,-167,-1004.2963,,0,0
337.13849,-958.763,-167,-959.23444,,0,0
337.13849,-913.72308,-167,-914.17261,,0,0
337.13849,-868.68311,-167,-869.11072,,0,0
337.13849,-823.64319,-167,-824.04883,,0,0
337.13849,-778.60321,-167,-778.987,,0,0
337.13849,-733.56323,-167,-733.92511,,0,0
337.13849,-688.52332,-167,-688.86322,,0,0
337.13849,-643.48328,-167,-643.80139,,0,0
337.13849,-598.44336,-167,-598.7395,,0,0
337.13849,-553.40344,-167,-553.67761,,0,0
337.13849,-508.36346,-167,-508.61572,,0,0
337.13849,-463.32352,-167,-463.55386,,0,0
337.13849,-418.28357,-167,-418.492,,0,0
337.13849,-373.24359,-167,-373.43011,,0,0
337.13849,-328.20367,-167,-328.36826,,0,0
