x,y,z,y-coordinate,x_velocity,y_velocity,z_velocity
337.13849,-4862.457,-3447,-4863.1069,,0,0
337.13849,-4861.3311,-3447,-4861.9785,,0,0
337.13849,-4860.1479,-3447,-4860.7939,,0,0
337.13849,-4858.9053,-3447,-4859.5503,,0,0
337.13849,-4857.6011,-3447,-4858.2441,,0,0
337.13849,-4856.2314,-3447,-4856.8726,,0,0
337.13849,-4854.7935,-3447,-4855.4326,,0,0
337.13849,-4853.2832,-3447,-4853.9209,,0,0
337.13849,-4851.6982,-3447,-4852.333,,0,0
337.13849,-4850.0332,-3447,-4850.666,,0,0
337.13849,-4848.2856,-3447,-4848.916,,0,0
337.13849,-4846.4502,-3447,-4847.0781,,0,0
337.13849,-4844.5229,-3447,-4845.1484,,0,0
337.13849,-4842.4995,-3447,-4843.1221,,0,0
337.13849,-4840.375,-3447,-4840.9946,,0,0
337.13849,-4838.144,-3447,-4838.7607,,0,0
337.13849,-4835.8018,-3447,-4836.4155,,0,0
337.13849,-4833.3418,-3447,-4833.9526,,0,0
337.13849,-4830.7598,-3447,-4831.3662,,0,0
337.13849,-4828.0479,-3447,-4828.6509,,0,0
337.13849,-4825.2002,-3447,-4825.8003,,0,0
337.13849,-4822.2109,-3447,-4822.8066,,0,0
337.13849,-4819.0723,-3447,-4819.6631,,0,0
337.13849,-4815.7759,-3447,-4816.3628,,0,0
337.13849,-4812.3145,-3447,-4812.897,,0,0
337.13849,-4808.6807,-3447,-4809.2583,,0,0
337.13849,-4804.8652,-3447,-4805.4375,,0,0
337.13849,-4800.8589,-3447,-4801.4258,,0,0
337.13849,-4796.6519,-3447,-4797.2134,,0,0
337.13849,-4792.2349,-3447,-4792.7905,,0,0
337.13849,-4787.5972,-3447,-4788.1465,,0,0
337.13849,-4782.7275,-3447,-4783.27,,0,0
337.13849,-4777.6138,-3447,-4778.1499,,0,0
337.13849,-4772.2451,-3447,-4772.7739,,0,0
337.13849,-4766.6074,-3447,-4767.1289,,0,0
337.13849,-4760.688,-3447,-4761.2017,,0,0
337.13849,-4754.4727,-3447,-4754.978,,0,0
337.13849,-4304.7383,-3447,-4304.6113,,0,0
337.13849,-4281.5996,-3447,-4281.4517,,0,0
337.13849,-4258.4785,-3447,-4258.2974,,0,0
337.13849,-4235.3735,-3447,-4235.147,,0,0
337.13849,-4212.2847,-3447,-4211.9995,,0,0
337.13849,-4189.2114,-3447,-4188.8525,,0,0
337.13849,-4166.1538,-3447,-4165.7026,,0,0
337.13849,-4143.1113,-3447,-4142.5435,,0,0
337.13849,-4120.0835,-3447,-4119.3687,,0,0
337.13849,-4097.0698,-3447,-4096.1655,,0,0
337.13849,-4074.0703,-3447,-4072.915,,0,0
337.13849,-4051.0835,-3447,-4049.5852,,0,0
337.13849,-4028.1079,-3447,-4026.1157,,0,0
337.13849,-4005.1431,-3447,-4002.3804,,0,0
337.13849,-3982.1851,-3447,-3978.0627,,0,0
337.13849,-3956.5237,-3447,-3951.7874,,0,0
337.13849,-3927.1433,-3447,-3922.8259,,0,0
337.13849,-3894.2656,-3447,-3890.3435,,0,0
337.13849,-3856.52,-3447,-3853.5923,,0,0
337.13849,-3814.095,-3447,-3812.9268,,0,0
337.13849,-3769.3733,-3447,-3769.5085,,0,0
337.13849,-3724.6519,-3447,-3725.1523,,0,0
337.13849,-3679.9302,-3447,-3680.4248,,0,0
337.13849,-3635.2085,-3447,-3635.6973,,0,0
337.13849,-3590.4873,-3447,-3590.9697,,0,0
337.13849,-3545.7656,-3447,-3546.2422,,0,0
337.13849,-3501.0444,-3447,-3501.5146,,0,0
337.13849,-3456.3228,-3447,-3456.7871,,0,0
337.13849,-3411.6013,-3447,-3412.0596,,0,0
337.13849,-3366.8796,-3447,-3367.332,,0,0
337.13849,-3322.158,-3447,-3322.6047,,0,0
337.13849,-3277.4365,-3447,-3277.8772,,0,0
337.13849,-3232.7148,-3447,-3233.1497,,0,0
337.13849,-3187.9934,-3447,-3188.4221,,0,0
337.13849,-3143.272,-3447,-3143.6946,,0,0
337.13849,-3098.5508,-3447,-3098.967,,0,0
337.13849,-3053.8291,-3447,-3054.2395,,0,0
337.13849,-3009.1074,-3447,-3009.512,,0,0
337.13849,-2964.386,-3447,-2964.7844,,0,0
337.13849,-2919.6643,-3447,-2920.0569,,0,0
337.13849,-2874.9429,-3447,-2875.3293,,0,0
337.13849,-2830.2212,-3447,-2830.6018,,0,0
337.13849,-2785.4998,-3447,-2785.8743,,0,0
337.13849,-2740.7781,-3447,-2741.147,,0,0
337.13849,-2696.0566,-3447,-2696.4194,,0,0
337.13849,-2651.3352,-3447,-2651.6919,,0,0
337.13849,-2606.6135,-3447,-2606.9644,,0,0
337.13849,-2561.8921,-3447,-2562.2366,,0,0
337.13849,-2517.1707,-3447,-2517.5093,,0,0
337.13849,-2472.4492,-3447,-2472.7817,,0,0
337.13849,-2427.7275,-3447,-2428.0542,,0,0
337.13849,-2383.0059,-3447,-2383.3267,,0,0
337.13849,-2338.2844,-3447,-2338.5991,,0,0
337.13849,-2293.5627,-3447,-2293.8716,,0,0
337.13849,-2248.8413,-3447,-2249.144,,0,0
337.13849,-2204.1196,-3447,-2204.4165,,0,0
